# Generated by MIB Walker
# Version 10.10.201
# 28/12/2017 04:49:49 p.m.
#
# MIB Walk of 10.12.13.2
MIB	OID	Name	Type	Value
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.6	enterprises.34592.1.3.4.1.1.36.1.5.6		6
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.9	enterprises.34592.1.3.4.1.1.36.1.5.9		144
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.11	enterprises.34592.1.3.4.1.1.36.1.5.11		584
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.12	enterprises.34592.1.3.4.1.1.36.1.5.12		26
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.15	enterprises.34592.1.3.4.1.1.36.1.5.15		379
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.22	enterprises.34592.1.3.4.1.1.36.1.5.22		67
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.5.25	enterprises.34592.1.3.4.1.1.36.1.5.25		20
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.1	enterprises.34592.1.3.4.1.1.36.1.6.1		37
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.3	enterprises.34592.1.3.4.1.1.36.1.6.3		37
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.4	enterprises.34592.1.3.4.1.1.36.1.6.4		22
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.5	enterprises.34592.1.3.4.1.1.36.1.6.5		55
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.6	enterprises.34592.1.3.4.1.1.36.1.6.6		37
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.7	enterprises.34592.1.3.4.1.1.36.1.6.7		33
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.8	enterprises.34592.1.3.4.1.1.36.1.6.8		40
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.6.9	enterprises.34592.1.3.4.1.1.36.1.6.9		52
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.1	enterprises.34592.1.3.4.1.1.36.1.7.1		51
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.2	enterprises.34592.1.3.4.1.1.36.1.7.2		24
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.3	enterprises.34592.1.3.4.1.1.36.1.7.3		42
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.7	enterprises.34592.1.3.4.1.1.36.1.7.7		46
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.9	enterprises.34592.1.3.4.1.1.36.1.7.9		24
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.10	enterprises.34592.1.3.4.1.1.36.1.7.10		39
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.11	enterprises.34592.1.3.4.1.1.36.1.7.11		29
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.12	enterprises.34592.1.3.4.1.1.36.1.7.12		30
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.13	enterprises.34592.1.3.4.1.1.36.1.7.13		30
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.14	enterprises.34592.1.3.4.1.1.36.1.7.14		45
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.15	enterprises.34592.1.3.4.1.1.36.1.7.15		18
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.17	enterprises.34592.1.3.4.1.1.36.1.7.17		35
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.18	enterprises.34592.1.3.4.1.1.36.1.7.18		35
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.20	enterprises.34592.1.3.4.1.1.36.1.7.20		31
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.21	enterprises.34592.1.3.4.1.1.36.1.7.21		34
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.23	enterprises.34592.1.3.4.1.1.36.1.7.23		49
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.24	enterprises.34592.1.3.4.1.1.36.1.7.24		42
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.7.25	enterprises.34592.1.3.4.1.1.36.1.7.25		39
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.1	enterprises.34592.1.3.4.1.1.36.1.8.1		43
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.2	enterprises.34592.1.3.4.1.1.36.1.8.2		8
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.3	enterprises.34592.1.3.4.1.1.36.1.8.3		4
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.5	enterprises.34592.1.3.4.1.1.36.1.8.5		21
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.6	enterprises.34592.1.3.4.1.1.36.1.8.6		32
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.7	enterprises.34592.1.3.4.1.1.36.1.8.7		37
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.8	enterprises.34592.1.3.4.1.1.36.1.8.8		35
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.9	enterprises.34592.1.3.4.1.1.36.1.8.9		55
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.10	enterprises.34592.1.3.4.1.1.36.1.8.10		53
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.11	enterprises.34592.1.3.4.1.1.36.1.8.11		33
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.12	enterprises.34592.1.3.4.1.1.36.1.8.12		58
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.13	enterprises.34592.1.3.4.1.1.36.1.8.13		68
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.14	enterprises.34592.1.3.4.1.1.36.1.8.14		59
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.15	enterprises.34592.1.3.4.1.1.36.1.8.15		61
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.36.1.8.16	enterprises.34592.1.3.4.1.1.36.1.8.16		29
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.1.1	enterprises.34592.1.3.4.1.1.37.1.1.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.1.2	enterprises.34592.1.3.4.1.1.37.1.1.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.1.3	enterprises.34592.1.3.4.1.1.37.1.1.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.1.4	enterprises.34592.1.3.4.1.1.37.1.1.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.1.5	enterprises.34592.1.3.4.1.1.37.1.1.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.1.6	enterprises.34592.1.3.4.1.1.37.1.1.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.2.3	enterprises.34592.1.3.4.1.1.37.1.2.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.4	enterprises.34592.1.3.4.1.1.37.1.3.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.6	enterprises.34592.1.3.4.1.1.37.1.3.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.8	enterprises.34592.1.3.4.1.1.37.1.3.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.9	enterprises.34592.1.3.4.1.1.37.1.3.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.13	enterprises.34592.1.3.4.1.1.37.1.3.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.14	enterprises.34592.1.3.4.1.1.37.1.3.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.16	enterprises.34592.1.3.4.1.1.37.1.3.16		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.17	enterprises.34592.1.3.4.1.1.37.1.3.17		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.18	enterprises.34592.1.3.4.1.1.37.1.3.18		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.19	enterprises.34592.1.3.4.1.1.37.1.3.19		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.20	enterprises.34592.1.3.4.1.1.37.1.3.20		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.3.21	enterprises.34592.1.3.4.1.1.37.1.3.21		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.1	enterprises.34592.1.3.4.1.1.37.1.5.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.2	enterprises.34592.1.3.4.1.1.37.1.5.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.3	enterprises.34592.1.3.4.1.1.37.1.5.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.4	enterprises.34592.1.3.4.1.1.37.1.5.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.5	enterprises.34592.1.3.4.1.1.37.1.5.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.6	enterprises.34592.1.3.4.1.1.37.1.5.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.9	enterprises.34592.1.3.4.1.1.37.1.5.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.11	enterprises.34592.1.3.4.1.1.37.1.5.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.12	enterprises.34592.1.3.4.1.1.37.1.5.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.15	enterprises.34592.1.3.4.1.1.37.1.5.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.22	enterprises.34592.1.3.4.1.1.37.1.5.22		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.5.25	enterprises.34592.1.3.4.1.1.37.1.5.25		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.1	enterprises.34592.1.3.4.1.1.37.1.6.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.3	enterprises.34592.1.3.4.1.1.37.1.6.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.4	enterprises.34592.1.3.4.1.1.37.1.6.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.5	enterprises.34592.1.3.4.1.1.37.1.6.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.6	enterprises.34592.1.3.4.1.1.37.1.6.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.7	enterprises.34592.1.3.4.1.1.37.1.6.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.8	enterprises.34592.1.3.4.1.1.37.1.6.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.6.9	enterprises.34592.1.3.4.1.1.37.1.6.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.1	enterprises.34592.1.3.4.1.1.37.1.7.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.2	enterprises.34592.1.3.4.1.1.37.1.7.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.3	enterprises.34592.1.3.4.1.1.37.1.7.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.7	enterprises.34592.1.3.4.1.1.37.1.7.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.9	enterprises.34592.1.3.4.1.1.37.1.7.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.10	enterprises.34592.1.3.4.1.1.37.1.7.10		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.11	enterprises.34592.1.3.4.1.1.37.1.7.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.12	enterprises.34592.1.3.4.1.1.37.1.7.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.13	enterprises.34592.1.3.4.1.1.37.1.7.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.14	enterprises.34592.1.3.4.1.1.37.1.7.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.15	enterprises.34592.1.3.4.1.1.37.1.7.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.17	enterprises.34592.1.3.4.1.1.37.1.7.17		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.18	enterprises.34592.1.3.4.1.1.37.1.7.18		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.20	enterprises.34592.1.3.4.1.1.37.1.7.20		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.21	enterprises.34592.1.3.4.1.1.37.1.7.21		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.23	enterprises.34592.1.3.4.1.1.37.1.7.23		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.24	enterprises.34592.1.3.4.1.1.37.1.7.24		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.7.25	enterprises.34592.1.3.4.1.1.37.1.7.25		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.1	enterprises.34592.1.3.4.1.1.37.1.8.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.2	enterprises.34592.1.3.4.1.1.37.1.8.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.3	enterprises.34592.1.3.4.1.1.37.1.8.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.5	enterprises.34592.1.3.4.1.1.37.1.8.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.6	enterprises.34592.1.3.4.1.1.37.1.8.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.7	enterprises.34592.1.3.4.1.1.37.1.8.7		14776
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.8	enterprises.34592.1.3.4.1.1.37.1.8.8		15264
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.9	enterprises.34592.1.3.4.1.1.37.1.8.9		15252
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.10	enterprises.34592.1.3.4.1.1.37.1.8.10		14949
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.11	enterprises.34592.1.3.4.1.1.37.1.8.11		14591
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.12	enterprises.34592.1.3.4.1.1.37.1.8.12		14887
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.13	enterprises.34592.1.3.4.1.1.37.1.8.13		14647
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.14	enterprises.34592.1.3.4.1.1.37.1.8.14		14321
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.15	enterprises.34592.1.3.4.1.1.37.1.8.15		14946
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.1.1.37.1.8.16	enterprises.34592.1.3.4.1.1.37.1.8.16		14471
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.1.1	enterprises.34592.1.3.4.2.1.1.1.1.1.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.1.2	enterprises.34592.1.3.4.2.1.1.1.1.1.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.1.3	enterprises.34592.1.3.4.2.1.1.1.1.1.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.1.4	enterprises.34592.1.3.4.2.1.1.1.1.1.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.1.5	enterprises.34592.1.3.4.2.1.1.1.1.1.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.1.6	enterprises.34592.1.3.4.2.1.1.1.1.1.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.2.3	enterprises.34592.1.3.4.2.1.1.1.1.2.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.4	enterprises.34592.1.3.4.2.1.1.1.1.3.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.6	enterprises.34592.1.3.4.2.1.1.1.1.3.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.8	enterprises.34592.1.3.4.2.1.1.1.1.3.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.9	enterprises.34592.1.3.4.2.1.1.1.1.3.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.13	enterprises.34592.1.3.4.2.1.1.1.1.3.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.14	enterprises.34592.1.3.4.2.1.1.1.1.3.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.16	enterprises.34592.1.3.4.2.1.1.1.1.3.16		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.17	enterprises.34592.1.3.4.2.1.1.1.1.3.17		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.18	enterprises.34592.1.3.4.2.1.1.1.1.3.18		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.19	enterprises.34592.1.3.4.2.1.1.1.1.3.19		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.20	enterprises.34592.1.3.4.2.1.1.1.1.3.20		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.3.21	enterprises.34592.1.3.4.2.1.1.1.1.3.21		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.1	enterprises.34592.1.3.4.2.1.1.1.1.5.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.2	enterprises.34592.1.3.4.2.1.1.1.1.5.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.3	enterprises.34592.1.3.4.2.1.1.1.1.5.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.4	enterprises.34592.1.3.4.2.1.1.1.1.5.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.5	enterprises.34592.1.3.4.2.1.1.1.1.5.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.6	enterprises.34592.1.3.4.2.1.1.1.1.5.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.9	enterprises.34592.1.3.4.2.1.1.1.1.5.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.11	enterprises.34592.1.3.4.2.1.1.1.1.5.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.12	enterprises.34592.1.3.4.2.1.1.1.1.5.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.15	enterprises.34592.1.3.4.2.1.1.1.1.5.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.22	enterprises.34592.1.3.4.2.1.1.1.1.5.22		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.5.25	enterprises.34592.1.3.4.2.1.1.1.1.5.25		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.1	enterprises.34592.1.3.4.2.1.1.1.1.6.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.3	enterprises.34592.1.3.4.2.1.1.1.1.6.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.4	enterprises.34592.1.3.4.2.1.1.1.1.6.4		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.5	enterprises.34592.1.3.4.2.1.1.1.1.6.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.6	enterprises.34592.1.3.4.2.1.1.1.1.6.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.7	enterprises.34592.1.3.4.2.1.1.1.1.6.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.8	enterprises.34592.1.3.4.2.1.1.1.1.6.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.6.9	enterprises.34592.1.3.4.2.1.1.1.1.6.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.1	enterprises.34592.1.3.4.2.1.1.1.1.7.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.2	enterprises.34592.1.3.4.2.1.1.1.1.7.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.3	enterprises.34592.1.3.4.2.1.1.1.1.7.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.7	enterprises.34592.1.3.4.2.1.1.1.1.7.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.9	enterprises.34592.1.3.4.2.1.1.1.1.7.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.10	enterprises.34592.1.3.4.2.1.1.1.1.7.10		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.11	enterprises.34592.1.3.4.2.1.1.1.1.7.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.12	enterprises.34592.1.3.4.2.1.1.1.1.7.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.13	enterprises.34592.1.3.4.2.1.1.1.1.7.13		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.14	enterprises.34592.1.3.4.2.1.1.1.1.7.14		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.15	enterprises.34592.1.3.4.2.1.1.1.1.7.15		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.17	enterprises.34592.1.3.4.2.1.1.1.1.7.17		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.18	enterprises.34592.1.3.4.2.1.1.1.1.7.18		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.20	enterprises.34592.1.3.4.2.1.1.1.1.7.20		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.21	enterprises.34592.1.3.4.2.1.1.1.1.7.21		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.23	enterprises.34592.1.3.4.2.1.1.1.1.7.23		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.24	enterprises.34592.1.3.4.2.1.1.1.1.7.24		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.7.25	enterprises.34592.1.3.4.2.1.1.1.1.7.25		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.1	enterprises.34592.1.3.4.2.1.1.1.1.8.1		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.2	enterprises.34592.1.3.4.2.1.1.1.1.8.2		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.3	enterprises.34592.1.3.4.2.1.1.1.1.8.3		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.5	enterprises.34592.1.3.4.2.1.1.1.1.8.5		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.6	enterprises.34592.1.3.4.2.1.1.1.1.8.6		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.7	enterprises.34592.1.3.4.2.1.1.1.1.8.7		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.8	enterprises.34592.1.3.4.2.1.1.1.1.8.8		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.9	enterprises.34592.1.3.4.2.1.1.1.1.8.9		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.10	enterprises.34592.1.3.4.2.1.1.1.1.8.10		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.11	enterprises.34592.1.3.4.2.1.1.1.1.8.11		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.12	enterprises.34592.1.3.4.2.1.1.1.1.8.12		0
SNMPv2-SMI	1.3.6.1.4.1.34592.1.3.4.2.1.1.1.1.8.13	enterprises.34592.1.3.4.2.1.1.1.1.8.13		0
